,id,text
249959,1256969349866405888,Il nome della città della squadra non è certo soprattutto ora 
249960,1256969557190873093,Esatto. La ciclabilità di una città va di pari passo con la riduzione del traffico legato all'uso del proprio mezzo. Quindi servono una rete metropolitana degna di una capitale e anche buoni trasporti pubblici di superficie. Altrimenti è una presa in giro.
249961,1256969592800522241," UBRIACA E FUMATA COME AL SOLITO, GODE DELLA MANCANZA DI GIUSTIZIA CONTRO LE ONG...MA NON BUTTA L'OCCHIO PER LE STRADE D'ITALIA DOVE MIGLIAIA DI DELINQUENTI VIOLENTI TENGONO IN OSTAGGIO FAMIGLIE E CITTA'... "
249962,1256969612303925254,"niente perché tutti i miei affetti stabili non abitano nella mia città, quindi al massimo vado dai nonni"
249963,1256969623985106945,"Non è di Agropoli. Fotografata nel 2017 in altra citta, penso California, cmq non Italia"
249964,1256969915053019139,Le città dei Vichinghi da Stoccolma a Oslo 7 giorni 
249965,1256969956228546560,"dicono che questa incolta sia Laureata in Giurisprudenza ... mi domando come si può uscire da una Università così ignoranti !!! siamo davvero sul fondo del barile della storia Repubblicana, e questa dovrebbe essere il Sindaco della Città Eterna ??? mah !!!!!"
249966,1256969956945735682,"No, ma la cosa peggiore è che ci sono persone che ironizzano su un articolo ironico per denigrare governo e rappresentanti e non sono personi comuni, uno è un nostro rappresentante in Ue e l'altro un sindaco di una città tra le più colpite, ci rendiamo conto."
249967,1256970057785192451,Fratelli d’Italia. Che cosa sta accadendo in città? 
249968,1256970132703924225,Un altro posto che amo della mia città. 
249969,1256970188769165313,non ho ben capito se posso spostarmi da una città a un’altra ma penso di no
249970,1256970206804615168,Un tizio della mia città che gira vestito da medico della peste
249971,1256970364049129472,"E quindi niente, studiando un po' la stolia delle città d'Italia ho scopelto che oggi a Flosinone si festeggia Santa Flegna. Se oggi fa il milacolo platicamente ha flegato tutti quelli che aspettavano a domani. #santafregna "
249972,1256970559721820162,Ecco aspettiamo con ansia anche in Italia di poter diminuire lo spropoditato numero di cinghiali che oramai popolano anche le nostre città. #bastacinghiali #agricoltorideiparchi
249973,1256970823371456519,Ho avuto una discussione con una ragazza sulla città piu bella d'Italia per lei era #Torino (per carità opinione rispettabilissima) ma non puoi dire che Roma non ti piace perché è VECCHIA..
249974,1256970857743777797,Domani #ioresistoacasa sai che ci sta. Già oggi nella mia città non ti dico ho visto certe foto di assembramenti x 
249975,1256970857815183360,"Io amerei vivere su un pianeta tutto napoletano, perché so che ci starei bene, Napoli va presa come una città unica, molto intelligente, Napoli è troppo speciale, quindi non la possono capire tutti…. (Marcello Mastroianni)"
249976,1256971190637334534,Si oggi si festeggia nella mia città Sant'Alessandro Papa e martire
249977,1256971462306652161,PENSI CHE NEL MONDO LE CITTÀ SIANO AMMINISTRATE SOLO DA LADRI CAPACI O DA ONESTI INCAPACI? CHE IL SINDACO DI PARIGI O VIENNA TI SCRIVA OGNI VOLTA VHE PUTTURA UNA STRISCIA BIANCA X TERRA?
249978,1256971465448198146,"Da 364 anni viene sciolto il voto al santo che salvò la città dalla peste con una affollatissima cerimonia. Sono atea, perciò non credo in tutto questo, ma una cosa del genere è capitata solo nel 1943, in piena guerra, perciò ha un notevole valore storico per la mia regione "
249979,1256971497668849664,"Ristoranti chiusi a Trapani, la pesca in città è in crisi https://trapani.gds.it/articoli/economia/2020/05/03/ristoranti-chiusi-a-trapani-la-pesca-in-citta-e-in-crisi-cdb30403-9735-46da-a3f1-0aba87f2e266/?utm_medium=feed&amp;utm_source=twitter.com&amp;utm_campaign=Feed%3A+gds_twitter_feed"
249980,1256971616241795075,La magistratura non è un demagogo come Salvini è Boldrini Cioè non è un personaggio del teatrino della politica italiana ma se per questo fa anche peggio ed in alcune città come genova non funziona PS Il tipo per via delle sue opinioni è da TSO
249981,1256971692032786433,"Secondo l’International resource panel istituito dall’ONU, nei prossimi 25-30 anni 2,4 miliardi di persone si trasferiranno nelle città."
249982,1256971874757681153,Per cinque città Trapanesi arrivano 70 milioni dalla Regione https://www.trapani-24h.it/per-cinque-citta-trapanesi-arrivano-70-milioni-dalla-regione/
249983,1256971893372071940,"Legambiente scrive ai sindaci: ""Ora non restituiteci le vecchie città"" https://www.lanuovariviera.it/category/altre-notizie/legambiente-scrive-ai-sindaci-ora-non-restituiteci-le-vecchie-citta/"
249984,1256971982039658497,"Alle ore 18 sul canale YouTube di Città Sonora il terzo contributo originale per la Call x Works a tema ""suono / ambiente"". 40 di Angelo Loy e Amyel Garnaoui https://youtu.be/1YgB1xx7Qfk di @YouTube"
249985,1256972276416856067,"Sto guardando Shadowhunters città di ossa e lo sto adorando, come è successo per la serie "
249986,1256972772787585024,"Domani? Già oggi qui da me stanno tutti a passeggiare per strada. Non abito in città, ma il divieto c'è anche qui... "
249987,1256972865381031937,"In realtà è tutto giù di valore, a parte i centri delle grandi città dove secondo me sono addirittura sopravvalutati"
249988,1256972947597733889,In questo momento ho voglia di cambiare città e identità e fingermi totalmente un’altra persona. E ripetere questa cosa tipo ogni due settimane
249989,1256973116565336069,"Domani, 4 maggio 2020, riaprono i parchi della città, anche quelli chiusi prima dell'emergenza Covid-19 (comunicato stampa) https://bit.ly/3b3oroB #Napoli"
249990,1256973297134325760,"Puoi avere quanti soldi vuoi, essere di qualsiasi città del mondo ...ma se sei terra terra sei terra terra #IlBossDelleCerimonie #IlCastelloDelleCerimonie"
249991,1256973319796031488,"È impressionante il numero di italiani che si trova nelle città estere. Prima o poi conquisteremo il mondo, ne sono sicuro"
249992,1256973387479560194,Signor #sindaco di #roma i cittadini le hanno ‘concesso’ di governare questa città . Ricordi di meritarselo e per meritarselo deve pensare di fare il suo lavoro: il bene di #roma e dei cittadini romani
249993,1256973393745915906,"Torna la nostra rubrica amarcord dedicata alle telecronache più celebri di @RafAuriemma. Nel giorno dei veleni, ricordiamo quel gol di @kkoulibaly26 che aveva fatto sognare una città intera come non accadeva da 28 anni... ALZATE IL VOLUME "
249994,1256973410514751490,voglia di perdermi nei vicoli di una cittá che non conosco.
249995,1256973418274177031,@MollyB___ è arrivata in città... 
249996,1256973487480193027,Partecipa anche tu al Concorso gratuito (senza limite età ed opere) “Città al tempo del Coronavirus” per poesia racconto foto pittura scultura... scadenza 31/5/2020 a simona.bellone@gmail.com premi #ebook #video #Millesimo #caarteiv 20/9/2020
249997,1256973529800683524,"Ph Christian Bobst Come molte altre ragazze, Eunice fa amicizia con clienti in bar e club in città o nel comune di Katutura. Dice che dorme dove tramonta il sole e che un'amica si prende cura dei suoi figli mentre è al lavoro. Windhoek, 29 gennaio 2016 © Christian Bobst "
249998,1256973569399160832,"se le loro città e la regione se lo può permettere ben venga, penso che ogni italiano vuole che la sua Italia torni a questi modi di vivere il prima possibile, da una regione si deve pur cominciare, poi nella foto sembra che ogni tavolino sia distanziato ben più di 1m quindi..."
249999,1256973689385562113,"Capire l'origine è fondamentale per evitare nuove pandemie in futuro. Apprendo che Whuan abbia un laboratorio di rischio biologico in mezzo alla città, forse allora è possibile che sia partito da là e forse non è il caso di continuare a tenerlo là."
250000,1256973756733456385,"Credo che il ""mi"" finale stia per la nota città lombarda, capoluogo di regione, che ha avuto la sfiga di dargli i natali: mil'ano..."
250001,1256974024518836224,La salute nel lavoro prima durante e dopo #Covid19
250002,1256974102860107777,"#libri 'Milano : Zeppelin, citta raccontate da scrittori - Luciano Del Sette https://amzn.to/3dcdVwO di @amazon"
250003,1256974123143761921,La competenza sanitaria è in capo alle Regione non ai sindaci come noto https://www.regione.lombardia.it/wps/portal/istituzionale/HP/DettaglioRedazionale/istituzione/regione/autonomia-e-competenze Nel link sotto il mio secondo post trova la mappa per Londra città
250004,1256974123936481281,"In taxi, ovuli di eroina in pancia Arrestato al suo arrivo in città - Live Sicilia #taxi #NoUber https://ift.tt/2ymn0Vb"
250005,1256974213077966848,Il punto è che non ci si potrà muovere in città.
250006,1256974291142348801,"scusami ma mi sembra troppo da moralista come discorso. è una situazione difficile, nessuno lo mette in dubbio ma se la mia ragazza fosse della mia città io domani andrei a casa sua. cosa c'entra il discorso delle morti e delle priorità? il nostro governo ha stabilito che si può "
250007,1256974307818905600,Bergamo +59 Brescia +29 Como +20 Cremona +18 Lecco +54 Lodi +30 Monza e Brianza +78 Milano +118 (+41 Milano città) Mantova +5 Pavia +34 Sondrio 0 Varese +68
250008,1256974426022785024,"Io spero che non si ripetano i fatti di marzo quando nel parco(ettari di parco)della mia citta, a pandemia dichiarata, prima che chiudesse, la gente sgomitava sul viale principale, ed io esterrefatta guardavo da uno dei tanti sentieri deserti a 200 m di distanza."
250009,1256974496298405889,Sono di Torino ma Roma non si batte. Torino la metto come seconda città romana più bella del mondo. “Roma è vecchia” non merita commenti.
250010,1256974539369709571,hanno fatto bene. le auto devono ridursi al minimo al centro città
250011,1256974690456928258,"Ricordo d'aver portato a Rm la bici nel '93, che tenevo al 3piano. La vicina del 2o scuoteva la testa e diceva ""Rm non è città da bici"". Li mejjo spettacoli d teatro e danza ho visto grazie a quella bici in quella Rm. Senz'altro non x ciclisti, allora."
250012,1256974717665398784,"Sarà ""colorito"" nei modi,ma farebbe bene! Sono rimasta sconcertata e indignata nel vedere le immagini di quanti erano in strada ad attendere l'arrivo dell'icona della Madonna in città. Non era devozione,ma mancanza di rispetto di Legge,regole e di noi altri concittadini a casa. "
250013,1256974734828482562," #Evento “LUCCA CITTA’ DI CARTA” SI SPOSTA AL 28, 29, 30 AGOSTO SEMPRE AL REAL COLLEGIO. Leggete il comunicato al seguente link: https://unabuonalettura.blogspot.com/2020/05/lucca-citta-di-carta-si-sposta-al-28-29.html @AssociazioneNPS"
250014,1256974861576142848,"Oggi, a quest'ora, staremmo facendo la sfilata. Una sfilata che sarebbe partita da Isernia fino a Cb. Tra auto e autobus strapieni. Sarebbe stata una giornata indimenticabile. Tutti insieme, ad abbracciarci, nelle vie e nelle piazze della nostra città. @sscampobasso @MGesue"
250015,1256974890009333762,"Pensare che la gente odi o invidi Napoli, secondo me, è solo un pregiudizio, ogni città italiana ha la sua bellezza.....tutti amiamo la città in cui viviamo.....invidiare cosa?"
250016,1256974915871412224,Mi manca da impazzire Londra. Città che conosco come le mie tasche e che mi fa sempre sentire a casa. Londra mi rigenera. E mi manca. Troppo #londra #uk #London #CovidUK
250017,1256974929033138177,"In questo clima di chiusura (che speriamo finisca presto) , voglio ricordare a tutti quanto bello sia il nostro paese. THREAD DELLE NOSTRE CITTÀ. ""Ricordiamoglielo al mondo"" "
250018,1256975069902929920,Finalmente la città incomincia a cedere un po'di luce Verde 
250019,1256975091793043460,"""Nelle città in cui l’1% della popolazione praticava la MT l’indice di criminalità diminuiva, andando completamente contro la tendenza generale nelle altre città"" #MassaCritica La Meditazione e l’effetto Maharishi"
250020,1256975467728506880,Nella città che ha il cuore di un istrice
250021,1256975542907215872,"Fase 2, in città si prepara task force di controlli su spostamenti e assembramenti - http://www.rietilife.com/2020/05/03/fase-2-in-citta-si-prepara-task-force-di-controlli-su-spostamenti-e-assembramenti/"
250022,1256975565355134976,Salviamo le #AlpiApuane
250023,1256975593863884805,"""Ve lo legge lo scrittore"" con Cristina Marconi autrice del romanzo ""Città irreale"" edito da Ponte alle Grazie https://www.librichepassione.it/2020/05/03/ve-lo-legge-lo-scrittore-con-cristina-marconi-autrice-del-romanzo-citta-irreale-edito-da-ponte-alle-grazie/"
250024,1256975666135945217,"Il 2 maggio 1945 a Lasa 9 operai italiani della Todt furono fucilati da un reparto germanico. Il giorno dopo incidenti a Bolzano provocarono 41 caduti. L'Anpi: ""E' ora che la memoria di queste vittime sia ricordata con più dignità dalla città"". "
250025,1256975897065861120,Piatto tipico della mia città. Ma ha un sapore così strano...
250026,1256975904191836160,"Ristoranti chiusi a Trapani, la pesca in città è in crisi "
250027,1256976198288265217,@Si_Toscana @TommasoFattori ci sembra una proposta da prendere in considerazione quella di creare strutture a supporto dei #quarantenati forzati e loro famiglie...#Toscana ha già alcuni alberghi e strutture a sostegno quarantena ma occorre essere pronti a supportare le famiglie
250028,1256976316634669057,Una città nelle mani di una incapace!!!
250029,1256976334020108289,"Prima di tutto ringraziatela per avervi salvato le chiappe durante la fase 1, mentre in altre città si moriva come mosche, poi potrete disquisire su chi concede cosa durante la fase 2."
250030,1256976420154335232,"Domenica e' sempre domenica,si sveglia la citta' con le campane,al primo din don del Gianicolo,S.Angelo risponde din don dan...Era la sigla del Musichiere,la.cantava Rascel..Amarcord "
250031,1256976513427177473,"Veramente alcune città in cina han richiuso, le altre nazioni in europa partiranno quasi tutte come noi domani con la fase 2. Quindi, nessuno sa ahahh"
250032,1256976655664414721,PER CONTROLLARE GLI ITALIANI CON TUTTE LE TELECAMERE NELLE CITTà E PURE CON INTERNET PER TRACCIARE E SAPERE SE STAI RESPIRANDO O SE STAI FACENDO LO STARNUTO O SE STAI DORMENDO O SE STAI MANGIANDO O ALTRO
250033,1256976669388222465,"Forse gira poco per la città e non vede che già da giorni sono tutti fuori, che sia per quello che siamo la regione con un alto numero di contagi in salita da giorni? Francamente io del domani ho paura. È salito su un bus? Oggi il piazzale davanti allo stadio sembrava un asilo..."
250034,1256976739730939910,All'inizio di tutto (Codogno é lontano da qui) la cosa é stata sottovalutata. Perché tanto era lontana. Poi ci sono stati i primi decessi nelle grandi città ma comunque non ci siamo preoccupati perché siamo in un paesino.Nel giro di un mese ci siamo trovati con 29 casi
250035,1256976798052728834,Sembra un iracheno uscito da una città bombardata distrutto mi fa quasi pena
250036,1256976800128929792,"#Palestre #PokemonGO Segnalate cortesemente le palestre nella vostra citta sul sito: https://pokemongotoolkit.com Basta inserire il nome della palestra,#latidudine e #longitudine della palestra e se volete potete mandare lo screen della palestra aperta."
250037,1256976826464972801,"Non le è arrivato ancora internet a casa per documentarsi su: 1)cosa è un tunnel. 2)dove è il Gran Sasso. 3)cosa è il Cern. 4)dove è Ginevra. 5)se Ginevra è una città della Svizzera, o un nome comune di una donna. 6)chi era ministro istruzione sotto Berlusconi. Poi vedremo."
250038,1256976946854080517,però le incontro solo nella mia città e mi vedo per un caffè... in un quarto d'ora posso scappare. però con educazione.
250039,1256977063564754945,"le sue riflessioni ci sembra debbano essere valutate con attenzione...a #Massa la asl ha aperto due alberghi x #quarantena #Covid 19 costo 30.9€ a persona con cibo, lenzuola e sanificazione a carico Asl camere con wifi e tv...hanno ospitato anche quelli della Costa Luminosa"
250040,1256977145345323009,"Giulianova al crepuscolo, con il suo splendido belvedere che affaccia sulla costa. Una storia antica e un centro storico tra i primi esperimenti architettonici e urbanistici del 1400 per la città ideale del Rinascimento. Ph. Maurizio Verdecchia #abruzzo #turismo #cultabruzzo"
250041,1256977303608885249,quando sta per arrivare il 4 maggio Banda Municipale Città di Bova https://youtu.be/yTtnVw-rqjE via @YouTube
250042,1256977478045794304,Raga ma è abbigliamento da spiaggia/ pool party è come voler girare in città con il pareo è ovvio che non ha senso... 
250043,1256977490364563458,"il giorno in cui sarei dovuta ad essere a verona, la mia città del cuore, con voi e con le mie amiche"
250044,1256977607649869827,"“Sono Francesco Migliaccio, benvenuti a Demoni urbani. Ogni settimana una storia criminale ambientata in una città italiana, raccontata da una città italiana” "
250045,1256977629762240514,"Rifiuti, Gruppo M5S: “Metteremo in atto tutte le azioni possibili per impedire questo passo indietro alla civiltà della nostra città” https://www.bignotizie.it/rifiuti-gruppo-m5s-metteremo-in-atto-tutte-le-azioni-possibili-per-impedire-questo-passo-indietro-alla-civilta-della-nostra-citta/ di @Bignotizie.it"
250046,1256977680534319104,Stupenda. Città davvero interessante...!! Le olive di Lorenz...poi...!! 
250047,1256977708690468865,"#MilanoCronaca Coronavirus in Lombardia, stabili i contagi, in forte calo i decessi: +42. Migliora Milano città (+41) "
250048,1256977832561061890,"#TradITA 030518 Stanco * 'Dida', nel dialetto di Daegu, città di provenienza di SUGA, n.d.t. __TradENG © bts_trans"
250049,1256977933597630465,FATECI USCIRE! IL SINDACO CHE VUOL RIAPRIRE LA CITTÀ CON ZERO CONTAGI! È da più di un mese che Todi è ferma a zero contagi da Covid19. 
250050,1256977935954837505,"#TradITA [#Throwback] #SUGA 030518 Stanco * 'Dida', nel dialetto di Daegu, città di provenienza di SUGA, n.d.t. __TradENG © bts_trans "
250051,1256977963997855750,Domani vorrei essere una mosca per vedere come può funzionare l’ordine e il rispetto della distanza in una città come Roma @GiuseppeConteIT @virginiaraggi
250052,1256977984847634432,we did it citta! 
250053,1256978259255988224,Sì...a giugno sarà possibile andare a Roma???oppure in tutte le città italiane contemporaneamente....le opposizioni non potrebbero organizzare???
250054,1256978431042076673,Comune di Genova: #genovaciclabile: Rendiamo Genova ciclabile! Rendiamo Genova città europea! - Firma la petizione! http://chng.it/LxMpfd9L via @ChangeItalia
250055,1256978533651484673,Un pezzo di storia della città che non ci sarà più 
250056,1256978593072263168,"Attaccano la Ferlito perché ha espresso un parere su Skam italia, dicendo che ha trovato noiosa la seconda stagione, manco tra l’altro avesse criticato “Roma città aperta” di Fellini. Ma ripigliatevi su..."
250057,1256978645790461955,...è una delle città che ancora non conosco... ....la vedrò appena possibile... anche in tuo onore...
250058,1256978672696909827,"#Coronavirus, dati #Lombardia 3 maggio provincia per provincia: Milano +118 (Milano città +41), Bergamo +59, Brescia +29 "
250059,1256978681089622017,"Fase 2, le città riaprono il 4 maggio: ecco cosa cambia "
250060,1256978789000777733,"Coronavirus nelle città della provincia di Trapani: 52 positivi, 4 ricoverati, 66 guariti, 5 decessi, 5.295 tamponi effettuati, 3.344 test https://mazaranews.blogspot.com/2020/05/coronavirus-nelle-citta-della-provincia_3.html"
250061,1256978789093040129,Drammi da #quarantena Fb continuava a tartassarmi con pubblicità di gelaterie a domicilio. La mia preferita però consegna solo nella sua città. Ho eliminato la pubblicità spiegando che era una cosa troppo intima.
250062,1256978820747464705,"#FotografandoUnaCitta Siviglia fotografata da Las Setas, i funghi, monumento moderno con panoramica da cui si vede la città storica fusa con la nuova architettura. Adoro questa città, da vedere assolutamente "
250063,1256979123215400961,che sensibile..quale città?
250064,1256979301720866816,"Sembra che lei viva su Marte. Come dovrebbe spostarsi la gente che non ha l’auto e non può usare la bici perché infattibile, soprattutto nelle grandi città? Con la tuta alare? Poi dicono che sono i politici a essere scollati dalla realtà."
250065,1256979574707171328,"Fase 2: le città riaprono il 4 maggio, ecco cosa cambia - Politica - ANSA "
250066,1256979671192928259,Brenno sei contento che da domani possiamo tornare in città alta? 
250067,1256979721566519297,"Magari insieme al cane, sta portando a passeggio anche un virus molto spesso mortale... che dici ? E comunque nessuno rompe i coglioni al vecchietto che porta il cane a fare i bisogni mio caro, a meno che questi bisogni non vada a farli dall'altra parte della città..."
250068,1256979883781128195,"In Lombardia contagi stabili, decessi ancora in calo: 42 in un giorno. Migliora Milano città "
250069,1256980081827819520,Se passeggi per le città si vede gente ....sarebbe onesto dire così...
250070,1256980192502915073,Sto già pensando a quale pezzo tamarro mettere per attraversare la città in macchina. Sarà una giornata impegnativa e avrò bisogno di carica
250071,1256980244302618625,"Non voglio più sentire il nome di quella città, non esiste come il Molise"
250072,1256980274417750016,cioè io non solo ‘sta città la schifo no dovevo pure rimanerci bloccata in quarantena durante una pandemia io non lo so ogni tanto mi convinco che il mondo mi odi e forse faccio bene
250073,1256980275264991234,"Non son sicuro che oggigiorno (soprattutto nelle grandi città) fra fuori sede, nuclei familiari singoli, divorziati, ""immigrati"", famiglie arcobaleno etc quella ""tradizionale"" sia ancora una maggioranza così importante dal punto di vista numerico (sicuro lo è politicamente)"
250074,1256980278846853123,1) Trilogia della città di K 2) Cecità 3) Il nome della rosa 4) Il palazzo dei sogni 5) Tecniche di seduzione
250075,1256980320341164051,Il titolo dice tutto. La maggior parte della storia del film di #WoodyAllen #VickyCristinaBarcelona si svolge a #Barcellona. Non è una città fantastica per innamorarsi? 2/5 #LaSpagnaTiAspetta #EspañaTeEspera
250076,1256980318411788288,"#Barcellona è una delle città più belle e amate del mondo. Forse per questo, è stata scelta per famosi set cinematografici. Conosci questi film girati tra le sue vie? 1/5 http://bit.ly/2SwgYbp #LaSpagnaTiAspetta #EspañaTeEspera"
250077,1256980442235973632,So che nella mia provincia oggi il centro della città era pieno di gente il problema è che proprio chi ha buonsenso se la prende nel culo perché è portato a fare sacrifici (quasi inutili a sto punto) mentre gli ignoranti li rendono vani fottendosene
250078,1256980467003392007,"@giorgio_gori Bergamo per Bergamo, una singolare iniziativa di un'azienda Americana, evidentemente innamorata della nostra città... "
250079,1256980545109741568,Sorrentino ricorda la promozione del #Palermo in A: “Sei anni fa. Il sogno di un’intera città” (FOTO) http://www.mondopalermo.it/calcio/sorrentino-ricorda-la-promozione-del-palermo-in-a-sei-anni-fa-il-sogno-di-unintera-citta-foto/#.Xq7t7JhGEgw.twitter #Sicilia
250080,1256980620523208706,"""Che altro sono le città, se non persone? "" William Shakespeare"
250081,1256980756242608130,Con @ladeadoro amo la mia città http://amoreanima.jimdofree.com #Sanremo2020
250082,1256980809355014144,Sono d'accordo....si dovrebbe organizzare una protesta di questo tipo contemporaneamente in tutte le città italiane
250083,1256980809409576963,"a marzo qui a Lucca e versilia, con l'arrivo dei milanesi e lombardi in genere è esploso il contagio... tutti nelle case turistiche e Lucca è la seconda città toscana per contagi e morti dopo Firenze... Mio cugino è stato devastato dalla malattia"
250084,1256980811544395776,"Grazie. Io ci vado, quando sono nelle Marche, di tanto in tanto. Ha chiese e palazzi antichi davvero imponenti. Città bella e particolare!! "
250085,1256981159101284352,"“Venezia capirà la lezione, non si può vivere di solo turismo. Tutto deve cambiare, dal commercio alla residenza, alla sostenibilità”. Ma come si può credere a chi ha desertificato #Mestre e #Venezia, a chi ha venduto la città d'acqua e ha fatto di Mestre un dormitorio? "
250086,1256981174284673024,boh :-D se i clienti possono aumentare (ad esempio spostarsi da altre città) anche il consumo può aumentare. Per fare un esempio i negozi in località turistiche durante la stagione estiva.
250087,1256981222078722060,"raga, divide et impera, qua non c'è da parlare solo di Lombardia e neanche solo di città, ma di quartieri, se 400 sono in un solo quartiere di Milano si chiude quello, devono specificare porca troia, non dico le vie dei contagiati ma i quartieri sì, così si evitano tante cose"
250088,1256981237903831048,"Coronavirus in Lombardia, stabili i contagi, ancora in i decessi: +42. Migliora Milano città (+41) "
250089,1256981257717719046,Cittadini di Milano e della Città Metropolitana Milanese: NULLA DOVRA' ESSERE PIU' COME PRIMA Appello e raccolta adesioni - Sign the Petition! http://chng.it/7VQKdjL8 via @ChangeItalia
250090,1256981378060738563,Si compreso quelle per il fanalino ammaccato o altre cavolate così tutto solo per fare propaganda e cassa alle spalle della povera gente piuttosto che agevolare in qlc modo la già precaria vita di molt* cittadini e cittadine che in qst città ci vivono
250091,1256981498164645894,"Coronavirus in Lombardia, stabili i contagi, ancora in i decessi: +42. Migliora Milano città (+41) "
250092,1256981502245683207,Zeus nella città greca #CanYaman
250093,1256981620587999233,Che bello girovagare per la città eterna attraverso un libro complimenti Marco Lodoli
250094,1256981624736145409,I casi #Covid_19 suddivisi per #provincia BG: 11.453 (+59) BS: 13.028 (+29) CO: 3.313 (+20) CR: 6.106 (+18) LC: 2.344 (+54) LO: 3.047 (+30) MB: 4.823 (+78) MI: 20.068 (+118) Milano città 8.491 (+41) MN: 3.199 (+5) PV: 4.490 (+34) SO: 1.181 (=) VA: 2.783 (+68) #ripartenza #fase2
250095,1256981634479460363,stiamo raccontando la realtà della nostra città.. abbiamo ancora il lockdown
250096,1256981775903084545,Noi di Signa lo sappiamo bene..niente ponte niente internet veloce (perché ad adesso solo meno della metà degli abitanti hanno connessioni decenti) a che deve la città metropolitana?
250097,1256981799655428098,"Grazie Federica, l'area della zona dov'era l'antica città di Fidenae, presenta in effetti tracce importanti con una serie di siti ricchi di materiali (molti sono esposti in un area nel centro) mi sembra incredibile la storia narrata dal sedicente ingegnere."
250098,1256981854743334915,"1st prize winner at ""Concorso Città di Palmanova"" 2018 "
250099,1256981930639273986,"Fase2, ⁦@sole24ore⁩ “Non abbiamo certo tutte le risposte alle nostre domande. Forse fare una telefonata al comando dei vigili del proprio paese o città per cercare di capire come comportarsi. Il buon senso è sempre consigliato a prescindere. "
250100,1256982374371545088,"Giulianova. 1934, una roulette in città – GiulianovaNews https://www.worldonlinenews.net/2020/05/03/giulianova-1934-una-roulette-in-citta-giulianovanews/"
250101,1256982525265805312,"Per 2 mesi hai avuto la città vuota, potevi fare qualsiasi tipo di lavoro ed intervento....hai solo rifatto 2 strada....occasione sprecata..."
250102,1256982568114757632,se bob non viene nella mia cazzo dì città do fuoco a tutto
250103,1256982592886374402,Il primo round per portare Nakko in vetta e quindi aggiudicarsi (come le altre) un bel banner pubblicitario in mezzo alla città è iniziato! Per votare : https://m.idol-chart.com/poll/ Thanks to : @fiq_D_flover #fromis_9 @realfromis_9 #프로미스나인 #Nagyung #이나경
250104,1256982630253449217,New post: Colleferro. In attesa dell’Ordinanza sindacale Fase 2 è in corso la santificazione delle strade della città https://www.cronachecittadine.it/?p=129129 #image#•&gt; Leggilo su
250105,1256982714814783488,Gira un estratto di un vademecum su “come muoversi in città” che ho scritto oggi per il @secoloxix. Per alleggerirlo avevo messo qualche battuta ma ho sbagliato: ora gira solo una battuta spacciata per affermazione seria. Dovevo lasciare la comunicazione “pulita”. Chiedo scusa
250106,1256982766115315713,"Coronavirus in Lombardia, stabili i contagi, ancora in i decessi: +42. Migliora Milano città (+41) https://greenground.it/2020/05/03/coronavirus-in-lombardia-stabili-i-contagi-ancora-in-i-decessi-42-migliora-milano-citta-41/"
250107,1256982930792099840,"quanto mi mancano questi tramonti, quanto mi manca perdermi tra le strade della mia città la mia Roma "
250108,1256983166079901696,"Nel mio paese (non è un paesino, ma neppure una città) ci sono stati altri 2 contagi ieri, BASTAAAA CHE SCLEROOOO Sto finendo la pazienza, non vedo la fine "
250109,1256983205820936193,Milano Città Studi conferma
250110,1256983212255035392,"Coronavirus in Lombardia, stabili i contagi, ancora in i decessi: +42. Migliora Milano città (+41) "
250111,1256983236460371972,"Vuol dire che, alla fine di questa storia, erigeremo in ogni città e paesello una ""stele della vergogna"" coi nomi di coloro che hanno sostenuto il regime."
250112,1256983613507280901,Coronavirus in Lombardia stabili i contagi ancora in i decessi: +42. Migliora Milano città (+41) - #Coronavirus #Lombardia #stabili
250113,1256983885642072067,Solo chi va al lavoro si presenta con la tessera altrimenti serve anche nella città di residenza . 
250114,1256984417693827074,"@DavideΒanzaτο mi leggi? Sono un po’ così oggi... Un tipo mi ha seguita per tutta la città! Occhialini, libro in mano da turista e borsa a tracolla siccome avevo i leggings aderenti i tacchi e la spalla nuda questo mi è stato addosso "
250115,1256984504045977602,"Scafati, anche ieri nessun contagio in citta’ https://magazinepragma.com/citta/scafati-anche-ieri-nessun-contagio-in-citta/?utm_source=dlvr.it&amp;utm_medium=twitter"
250116,1256984522677194759,"""Alla messa s'era riunita quasi tutta la città, cioè il ceto più elevato della nostra società"" Fëdor M. Dostoevskij I Grandi Romanzi... Bottega di Federico Barocci Il perdono di sant’Ambrogio a Teodosio "
250117,1256984887648714752,"Guarda che le chiese sono aperte... almeno nella mia città. Chi vuole entrare per 10 minuti di raccoglimento, lo fa, con la mascherina. Non vengono celebrati Riti o Messe."
250118,1256984897983524867,"Raga Io devo vedere mio padre domani che non vedo da febbraio, ora la domanda è, siccome lui viene da me, possiamo andare a fare una passeggiata nella città affianco al mio paese?"
250119,1256984940325019650,TitaG1978 Un pezzo di storia della città che non ci sarà più 
250120,1256984997208174592,La migliore città del mondo è Firenze con i suoi monumenti i suoi giardini i parchi pubblici il centro storico
250121,1256985003877175298,Nel bosco mi nutro come a casa mia in città e vado al supermercato del paese come vado a quello della città non vedo il problema. Complicare le cose semplici non fa per me
250122,1256985240494575617,sono sul sito della film school della mia città e raga magari che palle se potessi farei sia fisica sia quello
